,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA_x,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,pid,ast/tov,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,all_star,total_points,PPG,conference_B10,conference_B12,conference_BE,conference_Non_major,conference_P10,conference_P12,conference_SEC,Pos_F,Pos_G
0,Charles Jenkins,Hofstra,32,92.4,123.2,28.7,57.7,62.93,1.6,8.6,31.3,12.8,179,217,0.8250000000000001,176,317,0.555,63,152,0.414,1.8,2.7,46.3,4,75,6.6501600000000005,136.761,2.1,2011,57,2.11262845,44.0,107.807,106.346,2.6405000000000003,192.18400000000003,8.134089999999999,9.32934,-1.19525,8.301,37.4063,8.4,-0.099,0,720,22.5,0,0,0,1,0,0,0,0,1
1,Richard Hendrix,Alabama,32,73.1,117.4,26.2,60.1,59.36,13.1,23.5,11.5,12.3,108,201,0.537,227,376,0.604,2,7,0.28600000000000003,7.2,2.4,52.5,3,81,4.7791,130.431,3.8,2008,65,0.92727484,49.0,96.4548,91.9969,3.63708,236.544,10.1618,5.6184,4.54341,9.197000000000001,30.625,7.032,2.165,0,568,17.75,0,0,0,0,0,0,1,1,0
2,Vernon Macklin,Florida,37,59.7,107.5,24.3,59.3,57.77,10.9,15.0,7.7,17.7,46,102,0.451,191,322,0.593,0,0,0.0,3.1,0.9,31.7,4,82,2.8212599999999997,118.954,4.0,2011,91,0.47618488,52.0,97.7281,93.3167,2.78675,155.033,4.01017,2.54894,1.46123,4.129,24.4595,3.5239999999999996,0.605,0,428,11.57,0,0,0,0,0,0,1,1,0
3,Maarty Leunen,Oregon,32,85.8,135.3,19.0,66.4,69.59,7.9,23.5,15.5,14.1,112,142,0.789,98,161,0.609,59,120,0.49200000000000005,1.1,1.5,50.5,4,81,6.621169999999999,140.36,2.8,2008,94,1.8,54.0,102.866,97.1158,3.5296300000000005,222.794,11.1526,9.23392,1.91864,9.765,34.7188,8.596,1.169,0,485,15.16,0,0,0,0,1,0,0,1,0
4,Malik Hairston,Oregon,31,75.4,121.7,23.3,60.3,63.04,5.8,12.6,14.0,14.3,101,138,0.732,124,215,0.5770000000000001,52,120,0.433,2.9,1.2,41.2,4,78,5.33399,134.172,3.7,2008,98,1.19997745,48.0,106.963,100.44,2.84072,164.953,7.5398,6.880889999999999,0.6589010000000001,7.456,31.4839,7.095,0.361,0,505,16.29,0,0,0,0,1,0,0,0,1
5,Chris Douglas-Roberts,Memphis,40,71.2,118.0,26.2,58.8,61.74,5.0,10.5,12.8,15.5,161,226,0.7120000000000001,214,370,0.578,45,109,0.413,1.6,2.4,47.2,3,79,4.67178,132.002,2.4,2008,171,0.85542169,40.0,90.2838,86.2282,4.00766,213.71900000000002,8.87468,6.20311,2.67158,10.599,28.675,7.242000000000001,3.3569999999999998,0,724,18.1,0,0,0,1,0,0,0,0,1
6,Ryan Reid,Florida St.,31,54.8,97.5,18.3,49.1,51.58,9.9,10.0,10.1,23.2,46,77,0.597,82,167,0.491,0,0,0.0,2.6,1.5,46.1,4,80,1.18608,99.6167,2.6,2010,193,0.6862387600000001,57.0,93.5205,88.4882,2.9837700000000003,117.28399999999999,2.46254,-0.280909,2.74345,2.008,22.7097,-0.057,2.065,0,210,6.77,0,0,0,0,0,0,0,1,0
7,Kyle Singler,Duke,37,86.9,112.3,23.5,49.1,53.64,8.0,13.3,8.8,13.2,125,155,0.8059999999999999,157,316,0.49700000000000005,62,193,0.321,0.8,1.5,30.5,4,80,4.6893400000000005,123.80799999999999,3.0,2011,197,0.85712776,33.0,94.0388,89.4209,4.52346,235.792,5.6869700000000005,4.319380000000001,1.3675899999999999,6.282,34.7568,4.846,1.436,0,625,16.89,0,0,0,0,0,0,0,1,0
8,Nolan Smith,Duke,37,85.1,114.0,30.8,50.8,56.4,4.1,10.1,30.3,17.3,187,230,0.8130000000000001,203,405,0.501,57,163,0.35000000000000003,0.2,2.0,40.5,4,74,6.14746,136.99200000000002,2.3,2011,198,1.60168694,21.0,94.9421,90.2798,4.32707,221.453,7.82792,6.436640000000001,1.3912799999999999,9.238999999999999,34.027,7.428999999999999,1.81,0,764,20.65,0,0,0,0,0,0,0,0,1
9,E'Twaun Moore,Purdue,34,84.4,112.1,26.8,51.8,54.55,5.1,12.5,20.9,11.9,100,141,0.7090000000000001,151,319,0.473,70,175,0.4,1.6,2.2,28.5,4,76,5.07602,128.26,2.5,2011,201,1.77052561,55.0,93.8872,88.3413,4.51998,210.854,9.05782,6.41637,2.64146,9.272,33.8824,6.832000000000001,2.44,0,612,18.0,1,0,0,0,0,0,0,0,1
10,JaJuan Johnson,Purdue,34,88.1,113.9,27.3,50.9,56.36,7.9,20.2,6.4,10.3,169,209,0.809,242,469,0.516,15,51,0.294,6.7,1.5,40.2,4,82,5.65182,131.13,1.8,2011,203,0.5892781300000001,27.0,89.3372,84.06,5.24379,262.089,7.38064,3.23906,4.14158,9.917,35.3824,6.73,3.187,0,698,20.53,1,0,0,0,0,0,0,1,0
11,Jordan Hill,Arizona,34,86.3,108.9,28.0,53.7,56.04,15.4,22.2,9.6,17.5,117,179,0.654,252,469,0.537,0,0,0.0,5.6,1.5,38.2,3,82,5.25931,126.906,3.4,2009,215,0.51547548,8.0,101.241,94.4767,3.92113,251.58599999999998,5.45461,3.4518199999999997,2.00279,5.582000000000001,35.6765,5.763999999999999,-0.182,0,621,18.26,0,0,0,0,1,0,0,1,0
12,Chase Budinger,Arizona,35,93.7,117.5,23.9,55.4,59.42,4.9,14.8,19.0,16.6,125,156,0.8009999999999999,152,288,0.528,67,168,0.39899999999999997,1.4,2.3,34.2,3,79,6.01009,130.461,2.0,2009,217,1.3882072,44.0,105.009,98.1723,3.65529,237.463,8.026710000000001,7.095,0.931715,8.588,37.6286,7.574,1.014,0,630,18.0,0,0,0,0,1,0,0,1,0
13,Eric Maynor,VCU,34,88.0,117.3,32.6,52.4,58.33,1.6,10.0,40.8,15.4,198,243,0.8150000000000001,182,353,0.516,66,183,0.361,0.5,2.9,45.3,4,74,6.51466,137.585,2.7,2009,295,2.07920959,20.0,96.5092,95.9311,3.7065699999999997,211.625,9.05896,8.63875,0.42021800000000004,9.491,35.4706,8.006,1.485,0,760,22.35,0,0,0,1,0,0,0,0,1
14,DeVon Hardin,California,30,53.5,109.2,19.9,55.4,58.41,9.4,26.4,5.3,17.6,84,132,0.636,98,177,0.5539999999999999,0,0,0.0,5.9,1.4,74.6,4,83,2.4382599999999996,114.65,4.1,2008,300,0.46515035,50.0,100.23299999999999,94.6153,2.62168,169.128,4.2389,1.2789,2.9599900000000003,5.152,23.8,2.99,2.162,0,280,9.33,0,0,0,0,1,0,0,0,0
15,Anthony Randolph,LSU,30,81.7,96.6,27.7,46.1,50.55,9.8,18.3,8.4,19.0,112,162,0.6910000000000001,172,361,0.476,2,19,0.105,6.7,2.0,42.6,1,82,2.8064400000000003,109.51700000000001,3.4,2008,322,0.41304714,14.0,95.7412,92.012,3.93813,220.65200000000002,2.27442,-1.08139,3.35581,2.866,32.7742,1.235,1.631,0,462,15.4,0,0,0,0,0,0,1,1,0
16,Jeremy Evans,Western Kentucky,34,65.3,129.2,17.3,65.6,66.82,13.5,17.8,5.9,14.0,64,93,0.6880000000000001,134,199,0.6729999999999999,3,12,0.25,7.2,1.9,44.1,4,81,3.4974800000000004,123.09899999999999,4.4,2010,331,0.69446543,55.0,95.1372,95.7192,2.78986,192.49099999999999,8.36132,4.1854,4.17592,6.321000000000001,26.5,4.313,2.008,0,341,10.03,0,0,0,1,0,0,0,1,0
17,Derrick Caracter,UTEP,27,53.9,103.5,27.3,57.5,59.84,12.0,21.7,9.0,22.2,80,119,0.672,144,246,0.585,4,15,0.267,3.6,2.1,45.6,3,81,2.80389,115.227,4.6,2010,359,0.38959992,58.0,87.8534,84.7717,3.8088,165.952,4.346369999999999,0.8441139999999999,3.5022599999999997,4.939,26.6667,3.022,1.9169999999999998,0,380,14.07,0,0,0,1,0,0,0,1,0
18,Earl Clark,Louisville,37,85.4,100.3,24.6,49.2,51.67,9.1,18.7,18.2,22.0,90,139,0.647,171,347,0.493,31,95,0.326,4.1,1.7000000000000002,31.4,3,81,3.19342,111.212,2.2,2009,365,1.0,14.0,88.6298,82.7262,5.16034,265.066,6.48186,1.63416,4.8477,5.466,34.2703,2.802,2.6639999999999997,0,525,14.19,0,0,1,0,0,0,0,1,0
19,Kyle Weaver,Washington St.,35,81.9,105.5,25.7,50.3,56.1,4.6,16.4,28.5,21.7,126,172,0.733,114,232,0.491,24,66,0.364,2.6,3.5,57.7,4,78,3.65941,116.945,2.3,2008,375,1.55672223,38.0,89.4616,84.5155,4.80237,231.31099999999998,9.58723,3.5510599999999997,6.03616,9.707,33.1143,4.783,4.9239999999999995,0,426,12.17,0,0,0,0,1,0,0,0,1
20,Dante Cunningham,Villanova,38,78.6,109.0,24.7,52.5,55.68,9.5,17.0,8.8,15.8,124,178,0.6970000000000001,244,463,0.527,0,2,0.0,4.8,2.2,38.3,4,81,3.96602,120.61,3.4,2009,448,0.57314982,33.0,93.7175,87.6626,4.21283,260.89599999999996,6.3482199999999995,2.23828,4.10994,6.861000000000001,31.5526,4.113,2.748,0,612,16.11,0,0,1,0,0,0,0,1,0
21,Greivis Vasquez,Maryland,32,84.8,111.7,30.7,49.7,55.02,3.9,10.3,35.3,18.2,138,161,0.857,151,320,0.472,67,186,0.36,1.0,2.9,31.8,4,78,5.77909,133.611,2.4,2010,465,1.87964444,28.0,97.2737,92.9583,3.9479300000000004,211.734,9.21009,7.703710000000001,1.5063799999999998,8.633,34.3125,7.396,1.237,0,641,20.03,0,0,0,0,0,0,0,0,1
22,Jermaine Taylor,UCF,30,79.8,112.9,36.1,55.1,58.6,7.2,12.1,17.3,14.7,133,165,0.8059999999999999,189,348,0.5429999999999999,90,240,0.375,2.7,2.3,28.1,4,76,5.8401,137.026,2.2,2009,495,0.62789968,32.0,103.12899999999999,100.725,2.8273099999999998,173.33,7.6832899999999995,8.1681,-0.484807,9.166,32.0333,10.097000000000001,-0.9309999999999999,0,781,26.03,0,0,0,1,0,0,0,0,1
23,D.J. Augustin,Texas,37,94.0,116.0,28.0,50.6,55.79,1.5,6.9,30.6,16.0,173,221,0.7829999999999999,167,354,0.472,72,189,0.381,0.0,1.9,40.7,2,72,6.668880000000001,135.86700000000002,1.7000000000000002,2008,563,2.08569774,9.0,104.48,98.8895,3.63619,202.80900000000003,6.56302,7.25546,-0.692442,7.386,37.2895,6.779,0.607,0,723,19.54,0,1,0,0,0,0,0,0,1
24,Goran Suton,Michigan St.,33,56.3,116.7,19.2,56.6,61.05,12.8,23.9,11.9,20.8,67,79,0.848,102,188,0.5429999999999999,21,48,0.43799999999999994,2.2,2.6,33.5,4,82,3.4531099999999997,122.631,3.8,2009,603,0.8620846600000001,50.0,90.3076,84.6907,3.74226,193.905,11.0917,5.60316,5.48854,10.0,25.9394,6.2170000000000005,3.783,0,334,10.12,1,0,0,0,0,0,0,0,0
25,Walter Sharpe,UAB,12,21.7,95.0,32.2,52.3,52.84,8.8,21.8,16.8,20.5,34,65,0.523,68,127,0.535,0,3,0.0,7.6,2.7,50.0,2,81,2.10765,109.38799999999999,4.8,2008,631,0.5882539800000001,32.0,87.6116,88.4953,3.27403,78.3386,5.95564,-0.317884,6.2735199999999995,5.565,24.9167,1.793,3.772,0,170,14.17,0,0,0,1,0,0,0,1,0
26,Derrick Brown,Xavier,34,71.7,118.5,23.1,54.8,58.7,10.2,13.9,14.8,15.5,99,132,0.75,127,243,0.523,36,87,0.414,2.9,1.4,40.0,3,80,4.425730000000001,127.488,3.3,2009,709,1.06776926,40.0,93.4717,90.0501,3.70848,187.03599999999997,8.75423,5.63046,3.12377,7.805,29.6176,5.446000000000001,2.359,0,461,13.56,0,0,0,1,0,0,0,1,0
27,Cole Aldrich,Kansas,36,66.4,116.9,20.2,56.2,59.61,13.6,25.4,5.8,16.4,108,159,0.679,149,265,0.562,0,0,0.0,13.0,1.6,60.0,3,83,3.51491,122.635,3.8,2010,763,0.55354847,11.0,82.6828,77.6247,4.50588,264.514,11.7559,3.24722,8.50867,10.935,26.75,5.547999999999999,5.3870000000000005,0,406,11.28,0,1,0,0,0,0,0,0,0
28,Damion James,Texas,34,74.8,115.6,25.5,54.4,57.83,11.0,23.9,6.1,14.1,155,230,0.674,174,325,0.535,36,94,0.38299999999999995,3.6,3.0,54.9,4,79,4.7221400000000004,129.966,3.9,2010,825,0.47826944,24.0,87.0914,82.4905,4.57189,274.79200000000003,8.71658,5.44775,3.2688200000000003,10.475,30.2647,6.987,3.488,0,611,17.97,0,1,0,0,0,0,0,1,0
29,Dexter Pittman,Texas,34,47.1,113.1,24.4,65.4,63.82,16.6,15.3,5.1,20.4,75,135,0.556,140,214,0.654,0,0,0.0,8.9,1.0,63.1,4,82,2.67827,125.449,5.6,2010,827,0.28333428,32.0,92.6265,87.7332,2.53615,142.338,8.40002,4.26465,4.13537,7.278,19.0588,5.2170000000000005,2.061,0,355,10.44,0,1,0,0,0,0,0,0,0
30,James Gist,Maryland,33,77.4,103.3,23.7,52.4,56.44,6.7,18.9,9.0,19.9,115,156,0.737,172,320,0.537,22,71,0.31,6.7,2.2,39.9,4,81,3.2635,114.259,3.8,2008,890,0.49998167,57.0,91.5052,87.5157,4.34091,258.08099999999996,5.972,1.34998,4.62202,6.382999999999999,32.0,2.8930000000000002,3.49,0,525,15.91,0,0,0,0,0,0,0,1,0
31,Tyler Hansbrough,North Carolina,34,69.3,124.7,26.5,52.4,61.26,10.7,16.6,5.9,12.2,249,296,0.841,214,411,0.521,9,23,0.391,1.1,2.2,68.2,4,81,6.15833,143.123,3.0,2009,895,0.53969453,13.0,94.7501,88.5631,3.9451,223.74200000000002,7.41907,6.68235,0.7367239999999999,10.023,30.2647,8.19,1.8330000000000002,0,704,20.71,0,0,0,0,0,0,0,1,0
32,Danny Green,North Carolina,37,68.6,120.8,19.5,56.3,58.65,6.8,10.3,16.3,16.4,50,58,0.862,98,193,0.508,75,181,0.414,4.4,3.4,15.5,4,77,3.99345,126.23700000000001,3.3,2009,900,1.62899087,46.0,93.2879,87.7191,3.66784,234.1,13.0135,7.795,5.2185,10.825,27.5135,6.9270000000000005,3.898,0,471,12.73,0,0,0,0,0,0,0,1,0
33,Lester Hudson,Tennessee Martin,30,90.6,115.3,35.5,51.7,56.0,6.5,18.3,27.3,15.0,144,164,0.878,197,381,0.517,98,284,0.34500000000000003,1.7000000000000002,3.3,24.7,4,75,6.26497,134.09799999999998,3.0,2009,1026,1.21567647,58.0,96.5284,97.8724,3.56984,247.09400000000002,9.56822,8.36572,1.2025,9.763,36.5333,9.407,0.35600000000000004,0,832,27.73,0,0,0,1,0,0,0,0,1
34,Donte Greene,Syracuse,35,89.2,106.4,22.8,50.5,53.07,5.4,15.6,10.6,17.3,94,133,0.7070000000000001,128,260,0.49200000000000005,90,261,0.34500000000000003,4.8,2.0,25.5,1,83,3.82677,115.67200000000001,3.2,2008,1036,0.78023077,28.0,100.62,95.0858,3.92038,260.329,5.06701,3.01592,2.0511,5.0360000000000005,35.8,3.85,1.186,0,620,17.71,0,0,1,0,0,0,0,1,0
35,Lavoy Allen,Temple,33,81.5,107.7,20.1,48.8,51.9,9.3,20.2,13.6,14.7,69,99,0.6970000000000001,149,304,0.49,5,17,0.294,5.4,1.3,30.8,4,81,2.9474400000000003,110.23899999999999,2.7,2011,1089,1.38884136,50.0,92.0014,89.5171,4.35626,227.605,5.79588,1.20455,4.59133,4.726,33.9394,2.379,2.347,0,382,11.58,0,0,0,1,0,0,0,1,0
36,Chinemelu Elonu,Texas A&M,33,59.1,112.0,20.4,66.3,65.87,13.8,21.5,2.9,22.9,69,113,0.611,126,190,0.6629999999999999,0,0,0.0,6.7,0.8,59.5,3,82,2.70618,117.26,4.6,2009,1103,0.16391669,59.0,96.6677,91.6972,2.8355099999999998,165.533,5.45129,2.6427400000000003,2.80856,4.9350000000000005,23.7273,3.5469999999999997,1.3880000000000001,0,321,9.73,0,1,0,0,0,0,0,0,0
37,Taj Gibson,USC,35,83.6,117.1,21.5,60.1,62.12,13.4,19.0,8.2,17.4,120,182,0.659,190,316,0.601,0,0,0.0,9.5,1.8,57.6,3,81,4.647390000000001,124.31,3.5,2009,1132,0.61110301,26.0,91.7663,84.1619,4.8867199999999995,259.815,11.7153,4.75251,6.96282,9.58,33.6857,5.44,4.14,0,500,14.29,0,0,0,0,1,0,0,1,0
38,Stanley Robinson,Connecticut,34,85.6,107.8,20.4,55.9,57.03,8.9,14.6,6.6,18.8,61,97,0.629,176,308,0.5710000000000001,27,79,0.342,3.2,1.5,25.1,4,81,3.5357000000000003,114.26700000000001,1.8,2010,1137,0.44155959,59.0,97.9225,91.5023,4.15816,216.486,4.61561,2.65496,1.96065,4.603,34.2353,3.483,1.12,0,494,14.53,0,0,1,0,0,0,0,1,0
39,Jack McClinton,Miami FL,31,79.8,119.0,26.8,56.6,61.08,2.0,8.8,21.1,18.0,112,127,0.882,95,211,0.45,99,219,0.452,0.1,1.4,29.5,4,73,5.54455,134.35,2.0,2009,1188,1.07409392,51.0,103.536,97.9453,3.13544,150.338,6.503769999999999,7.18111,-0.6773469999999999,7.96,32.2903,7.526,0.434,0,599,19.32,0,0,0,0,0,0,0,0,1
40,Lazar Hayward,Marquette,34,79.5,108.1,29.6,49.5,53.63,8.2,21.3,11.2,12.9,107,127,0.843,157,328,0.479,65,186,0.34900000000000003,1.7000000000000002,3.6,24.7,4,78,4.54967,125.73899999999999,4.2,2010,1257,0.7761087999999999,30.0,92.9318,87.7798,4.27275,240.072,6.46468,3.79759,2.66709,8.238999999999999,32.2647,5.78,2.459,0,616,18.12,0,0,1,0,0,0,0,1,0
41,Trent Plaisted,BYU,34,66.7,101.7,30.3,54.5,55.06,9.4,21.2,13.8,16.8,136,252,0.54,200,367,0.545,0,0,0.0,3.7,0.9,68.7,3,83,3.0068099999999998,116.315,3.3,2008,1309,0.65851231,46.0,89.2706,88.2009,3.67358,201.822,2.80707,-0.376679,3.18375,4.812,27.5588,2.6830000000000003,2.129,0,536,15.76,0,0,0,1,0,0,0,1,0
42,DeJuan Blair,Pittsburgh,33,64.5,125.8,26.2,58.4,59.33,23.7,27.6,9.3,11.0,97,160,0.606,209,358,0.584,0,0,0.0,3.6,3.5,44.7,2,79,5.63645,143.628,4.1,2009,1313,0.9318233,37.0,86.5716,81.3743,4.262630000000001,236.863,14.314,9.74651,4.5675300000000005,13.331,27.3636,10.437999999999999,2.8930000000000002,0,515,15.61,0,0,1,0,0,0,0,1,0
43,Jordan Crawford,Xavier,35,79.4,113.0,28.9,53.2,56.43,3.4,12.0,20.1,14.7,119,154,0.773,181,361,0.501,79,202,0.391,0.6000000000000001,2.4,27.4,2,76,5.2373,132.041,2.0,2010,1345,1.18821543,27.0,97.334,93.4411,3.6428,213.40400000000002,7.57057,6.52928,1.04129,9.482999999999999,32.7714,8.067,1.416,0,718,20.51,0,0,0,1,0,0,0,0,1
44,Eric Gordon,Indiana,32,83.1,110.7,29.7,51.5,60.1,2.6,8.0,15.2,20.7,231,277,0.8340000000000001,114,217,0.525,70,208,0.337,2.0,2.3,65.2,1,75,5.3731599999999995,129.92,2.5,2008,1375,0.67825143,7.0,98.50299999999999,94.6116,3.82438,190.097,5.185169999999999,4.8267,0.358469,7.17,34.6875,5.781000000000001,1.389,0,669,20.91,1,0,0,0,0,0,0,0,1
45,Landry Fields,Stanford,32,90.3,110.3,31.0,51.9,56.04,7.9,20.6,19.6,13.6,179,257,0.6960000000000001,219,420,0.521,29,86,0.337,2.3,2.6,50.8,4,79,5.76639,130.526,2.2,2010,1416,1.07228776,39.0,97.9116,93.4292,4.14431,252.206,9.44075,6.16495,3.2758,9.2,36.25,7.155,2.045,0,704,22.0,0,0,0,0,1,0,0,0,1
46,Brook Lopez,Stanford,27,56.8,110.6,32.0,46.8,53.69,11.1,19.3,11.3,13.5,153,194,0.789,184,387,0.475,0,6,0.0,6.8,1.2,49.4,2,84,5.3651599999999995,135.985,3.2,2008,1417,0.63795913,10.0,90.0045,82.7728,4.6065000000000005,176.862,7.5998,3.12878,4.471019999999999,9.835,30.7407,6.702000000000001,3.133,1,521,19.3,0,0,0,0,1,0,0,1,0
47,Robin Lopez,Stanford,36,60.5,106.5,22.6,53.6,56.51,12.6,14.0,5.4,19.5,86,132,0.652,139,261,0.5329999999999999,1,1,1.0,9.5,1.3,50.4,2,84,2.5000299999999998,114.539,4.3,2008,1424,0.3492,15.0,90.6509,85.4993,3.4634,183.892,8.15552,1.82095,6.33458,6.412999999999999,24.5278,2.71,3.703,0,367,10.19,0,0,0,0,1,0,0,0,0
48,Darrell Arthur,Kansas,39,61.4,108.9,24.9,54.7,56.84,12.1,17.0,6.7,17.9,74,106,0.6980000000000001,208,374,0.556,2,12,0.16699999999999998,6.2,1.1,27.5,2,81,3.1146599999999998,121.303,4.8,2008,1483,0.44,27.0,89.8587,84.2334,3.6240699999999997,193.609,6.03936,2.23602,3.80334,5.747000000000001,24.725,3.677,2.07,0,496,12.72,0,1,0,0,0,0,0,1,0
49,Marreese Speights,Florida,36,60.5,119.3,25.8,62.4,64.01,12.8,26.2,8.4,16.1,90,130,0.6920000000000001,216,346,0.624,0,0,0.0,5.9,1.0,37.6,2,82,3.92541,131.515,3.8,2008,1557,0.54836837,16.0,94.5182,92.0914,2.91026,195.41299999999998,5.73589,3.53398,2.20191,8.107999999999999,24.2778,7.125,0.983,0,522,14.5,0,0,0,0,0,0,1,0,0
50,DaJuan Summers,Georgetown,31,72.4,104.5,24.4,56.4,59.81,5.3,11.5,9.7,22.4,97,136,0.713,85,154,0.552,52,135,0.385,2.5,2.4,47.1,3,80,3.26795,116.795,3.6,2009,1575,0.48149566,35.0,98.0931,91.8187,3.46084,158.495,4.2851300000000005,2.51357,1.77155,5.159,29.4194,3.5469999999999997,1.6119999999999999,0,423,13.65,0,0,1,0,0,0,0,1,0
51,Kenneth Faried,Morehead St.,32,87.0,115.1,25.7,61.0,60.98,19.9,30.9,7.3,18.2,136,235,0.579,208,341,0.61,0,0,0.0,8.1,3.4,68.9,4,80,4.43391,121.634,3.6,2011,1626,0.38824681,22.0,85.7528,86.3437,4.9022,292.319,9.111369999999999,3.8867599999999998,5.22462,9.509,35.2188,6.781000000000001,2.728,0,552,17.25,0,0,0,1,0,0,0,1,0
52,Jeff Teague,Wake Forest,31,79.9,113.1,26.2,54.6,61.47,1.7000000000000002,8.6,20.2,21.0,179,219,0.8170000000000001,135,269,0.502,45,102,0.441,2.0,3.1,59.0,2,74,4.56874,125.45299999999999,2.7,2009,1633,1.05770836,19.0,95.1768,90.6154,3.95475,203.18599999999998,6.95495,5.13657,1.8183799999999999,8.296,31.9677,5.386,2.91,1,584,18.84,0,0,0,0,0,0,0,0,1
53,James Johnson,Wake Forest,31,76.3,113.5,22.2,57.4,59.31,9.6,19.2,12.3,18.5,69,99,0.6970000000000001,165,276,0.598,22,69,0.319,5.0,2.5,28.7,2,80,3.77828,119.948,3.8,2009,1634,0.83783671,16.0,89.965,85.6534,4.3006,236.275,9.62631,4.8954699999999995,4.73084,8.094,30.5161,4.995,3.0989999999999998,0,465,15.0,0,0,0,0,0,0,0,0,1
54,Jason Thompson,Rider,33,83.4,111.9,30.0,57.2,57.9,11.9,28.0,18.0,16.6,130,224,0.58,258,446,0.578,11,34,0.324,8.9,1.8,46.7,4,83,4.6746300000000005,123.936,3.4,2008,1725,0.91837559,12.0,92.4563,94.0663,3.9005099999999997,291.285,7.19612,2.6072900000000003,4.588830000000001,6.847,34.5152,5.59,1.257,0,679,20.58,0,0,0,1,0,0,0,0,0
55,Stephen Curry,Davidson,33,82.1,118.0,37.5,54.9,60.46,1.8,12.3,39.8,16.6,212,241,0.88,176,340,0.518,127,327,0.38799999999999996,0.7000000000000001,3.9,36.1,3,75,6.6608600000000004,141.028,2.8,2009,1827,1.43198078,7.0,89.1128,88.3785,4.44618,253.62,13.572000000000001,10.9004,2.6716,12.585999999999999,33.8182,9.736,2.85,1,945,28.64,0,0,0,1,0,0,0,0,1
56,George Hill,IUPUI,28,86.6,124.7,30.2,59.2,65.07,5.5,18.7,26.2,17.1,181,225,0.804,149,261,0.5710000000000001,42,97,0.433,1.7000000000000002,3.0,62.8,3,74,6.9887,139.066,3.0,2008,1839,1.49420987,26.0,99.5146,99.9507,3.44951,203.09400000000002,8.39431,7.38241,1.01189,9.892000000000001,36.7742,8.693,1.199,0,605,21.61,0,0,0,1,0,0,0,0,1
57,Sasha Kaun,Kansas,39,44.2,115.9,18.0,61.0,60.33,11.0,13.4,3.0,13.9,64,116,0.552,105,172,0.61,0,0,0.0,8.2,1.4,67.4,4,83,2.04524,118.09200000000001,5.4,2008,1841,0.375,56.0,89.8072,84.1851,2.61199,139.657,8.218639999999999,3.25723,4.96141,6.922000000000001,17.65,2.9560000000000004,3.966,0,274,7.03,0,1,0,0,0,0,0,0,0
58,Darnell Jackson,Kansas,39,60.4,124.0,19.8,63.2,65.06,10.2,20.8,8.2,15.1,101,147,0.687,165,260,0.635,2,6,0.33299999999999996,2.1,1.8,55.3,4,81,3.77291,129.774,3.8,2008,1849,0.8431372500000001,52.0,88.4693,82.931,3.6730699999999996,200.505,9.06213,5.67652,3.38561,9.426,24.275,5.881,3.545,0,437,11.21,0,1,0,0,0,0,0,1,0
59,Solomon Alabi,Florida St.,32,63.8,110.7,22.2,53.4,59.63,11.6,15.7,4.4,19.7,108,136,0.794,133,249,0.534,0,0,0.0,10.4,1.4,54.6,2,85,3.02759,118.68700000000001,3.7,2010,1924,0.2622882,50.0,87.2086,82.9266,3.85983,176.31799999999998,6.82985,0.786044,6.0438,7.053999999999999,25.625,2.972,4.082,0,374,11.69,0,0,0,0,0,0,0,0,0
60,Jon Diebler,Ohio St.,37,88.9,141.9,13.5,70.6,72.33,1.3,7.9,11.6,12.2,64,79,0.81,31,59,0.525,114,227,0.502,0.4,1.7000000000000002,27.6,4,78,6.11377,134.48,1.1,2011,1926,2.5144307,51.0,97.5841,91.4072,4.38236,201.815,11.2936,9.03428,2.25935,9.601,35.6757,7.256,2.345,0,468,12.65,1,0,0,0,0,0,0,0,1
61,Kosta Koufos,Ohio St.,37,67.5,109.5,26.4,53.3,55.11,12.2,15.7,4.5,12.7,68,100,0.68,200,374,0.535,22,63,0.34900000000000003,7.7,1.0,22.9,1,84,3.62125,123.42299999999999,3.2,2008,1927,0.34544231000000003,23.0,93.6373,88.3864,3.5935900000000003,198.825,4.37803,1.63824,2.73979,6.235,27.0811,4.502,1.733,0,534,14.43,1,0,0,0,0,0,0,1,0
62,Evan Turner,Ohio St.,31,74.4,108.9,34.5,54.0,58.15,7.4,23.5,37.5,21.7,138,182,0.758,217,402,0.54,20,55,0.364,2.9,3.0,39.8,3,79,6.2427,135.245,3.1,2010,1929,1.36028356,2.0,87.8032,83.7767,5.2569300000000005,257.401,11.4659,5.76055,5.7054,10.966,35.7419,7.468999999999999,3.497,0,632,20.39,1,0,0,0,0,0,0,0,1
63,Jon Leuer,Wisconsin,34,83.1,116.8,29.4,52.6,56.8,6.5,22.6,12.8,11.3,113,134,0.843,173,337,0.513,54,146,0.37,3.1,1.0,27.7,4,82,6.02112,137.105,2.6,2011,1932,1.03708601,40.0,98.65899999999999,91.8777,4.04456,196.59599999999998,6.95645,5.41557,1.54087,9.106,33.5,7.867999999999999,1.238,0,621,18.26,1,0,0,0,0,0,0,1,0
