,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA_x,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,pid,ast/tov,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,all_star,total_points,PPG,conference_B10,conference_B12,conference_BE,conference_Non_major,conference_P10,conference_P12,conference_SEC,Pos_F,Pos_G
296,Bradley Beal,Florida,37,84.7,112.3,22.4,52.5,57.45,4.8,18.1,12.7,17.0,133,173,0.769,112,207,0.541,63,186,0.33899999999999997,2.6,2.5,44.0,1,75,4.50413,122.639,2.4,2012,22042,1.05062995,3.0,95.4954,92.1814,4.01915,257.355,7.97657,4.9674,3.0091799999999997,8.005,34.2432,5.521,2.484,1,546,14.76,0,0,0,0,0,0,1,0,1
297,K.J. McDaniels,Clemson,36,82.4,111.4,28.5,50.5,56.65,8.8,15.9,12.7,16.0,154,183,0.8420000000000001,167,317,0.527,42,138,0.304,8.9,2.3,40.2,3,77,4.53266,127.291,2.6,2014,22137,0.68671929,32.0,89.9203,86.1852,4.97791,249.00099999999998,11.4156,4.51345,6.90218,10.412,33.6667,5.892,4.52,0,614,17.06,0,0,0,0,0,0,0,1,0
298,Cory Jefferson,Baylor,36,72.3,114.3,23.6,51.4,54.95,11.3,20.9,7.7,12.5,128,198,0.6459999999999999,159,313,0.508,14,37,0.37799999999999995,4.6,0.8,56.6,4,81,3.79985,125.569,3.1,2014,22196,0.71999424,60.0,102.411,96.0337,3.3749800000000003,193.933,5.215330000000001,3.46858,1.74675,5.821000000000001,29.3056,4.914,0.907,0,488,13.56,0,1,0,0,0,0,0,1,0
299,Sir'Dominic Pointer,St. John's,32,86.5,111.1,21.9,53.1,56.99,6.2,17.5,18.3,15.8,100,138,0.725,169,299,0.5650000000000001,2,25,0.08,7.6,3.2,42.6,4,78,4.14837,119.95100000000001,3.4,2015,22208,1.48485,53.0,92.9027,87.4692,4.79783,262.406,10.6959,3.94489,6.75098,8.753,34.6364,4.177,4.5760000000000005,0,444,13.88,0,0,1,0,0,0,0,0,1
300,Royce White,Iowa St.,34,78.8,100.3,29.1,54.0,53.6,9.4,24.6,34.5,24.7,102,205,0.498,171,316,0.541,4,12,0.33299999999999996,3.0,2.2,62.5,2,80,3.4548400000000004,115.927,3.3,2012,22331,1.30770237,16.0,94.0933,89.68,4.0118,241.83900000000003,8.07024,2.53874,5.5315,6.317,31.5294,3.803,2.514,0,456,13.41,0,1,0,0,0,0,0,1,0
301,Michael Kidd-Gilchrist,Kentucky,40,77.8,111.8,21.3,51.1,57.05,10.3,16.1,10.8,19.6,143,192,0.745,147,275,0.535,13,51,0.255,2.8,1.9,58.9,1,79,3.8100699999999996,119.626,3.1,2012,22362,0.86206897,2.0,90.971,86.5498,4.29842,242.953,8.16066,4.9773700000000005,3.18329,6.412999999999999,31.125,3.887,2.526,0,476,11.9,0,0,0,0,0,0,1,1,0
302,Anthony Davis,Kentucky,40,80.1,133.8,19.1,62.8,65.41,11.6,23.9,7.5,10.0,144,203,0.7090000000000001,207,317,0.653,3,20,0.15,13.7,2.5,60.2,1,82,6.07485,139.015,2.4,2012,22364,1.2195122,1.0,79.63,75.7599,5.62176,360.57199999999995,18.0216,7.89134,10.1303,16.820999999999998,32.025,9.296,7.525,1,567,14.18,0,0,0,0,0,0,1,1,0
303,Marquis Teague,Kentucky,40,81.4,99.8,21.0,44.9,49.08,1.6,6.7,25.5,23.8,85,119,0.7140000000000001,119,272,0.43799999999999994,26,80,0.325,0.8,1.7000000000000002,33.8,1,74,2.4887599999999996,106.366,2.8,2012,22365,1.75229358,29.0,97.6421,92.8966,3.78126,188.101,2.07051,1.89271,0.17779699999999998,1.909,32.575,0.777,1.132,0,401,10.02,0,0,0,0,0,0,1,0,1
304,Quincy Miller,Baylor,36,59.3,107.8,23.3,48.9,54.44,7.6,16.0,11.3,18.6,92,112,0.8210000000000001,113,238,0.475,24,67,0.358,2.7,1.6,36.7,1,81,2.7887500000000003,117.34,3.1,2012,22556,0.76560918,38.0,98.0693,92.523,2.85924,160.106,4.08586,2.5150099999999997,1.57085,4.717,24.4444,3.517,1.2,0,390,10.83,0,1,0,0,0,0,0,1,0
305,Aaron White,Iowa,34,78.1,128.1,23.0,55.3,63.26,7.7,18.5,10.2,10.3,195,238,0.8190000000000001,150,269,0.5579999999999999,21,59,0.35600000000000004,1.7000000000000002,2.6,72.6,4,81,5.86393,139.506,2.0,2015,22631,1.17074384,49.0,93.0969,88.1168,4.2599800000000005,218.074,11.1081,8.026760000000001,3.08137,11.45,31.4706,7.97,3.48,0,558,16.41,1,0,0,0,0,0,0,1,0
306,P.J. Hairston,North Carolina,33,56.2,119.8,25.2,55.1,58.47,8.5,11.3,10.6,10.7,86,111,0.775,69,142,0.486,87,220,0.395,1.8,2.8,30.7,2,78,4.19843,134.445,3.1,2013,22782,1.10525402,26.0,96.5317,92.4929,2.77543,157.89700000000002,10.6831,9.20096,1.4821799999999998,10.677,23.9394,9.003,1.6740000000000002,0,485,14.7,0,0,0,0,0,0,0,0,1
307,Pierre Jackson,Baylor,36,86.3,114.3,30.6,51.4,57.42,2.2,9.6,41.5,18.6,192,240,0.8,128,261,0.49,88,245,0.359,0.0,2.5,47.4,4,70,6.2024300000000006,135.657,2.6,2013,23090,2.09014725,42.0,99.79700000000001,95.441,3.6508599999999998,214.00099999999998,9.19026,8.917010000000001,0.273256,9.066,34.7778,7.826,1.24,0,712,19.78,0,1,0,0,0,0,0,0,1
308,Michael Carter-Williams,Syracuse,40,87.5,102.6,24.4,43.8,49.13,4.0,11.1,40.2,24.1,129,186,0.6940000000000001,120,274,0.43799999999999994,35,120,0.292,1.7000000000000002,4.8,47.2,2,78,3.7858300000000003,115.09200000000001,2.6,2013,23112,2.14705882,11.0,86.8313,82.318,5.2906699999999995,299.66200000000003,8.938189999999999,4.6612800000000005,4.27692,8.692,35.2,3.7969999999999997,4.895,0,474,11.85,0,0,1,0,0,0,0,0,1
309,Rakeem Christmas,Syracuse,31,85.1,110.1,25.5,55.3,59.21,10.1,19.3,10.5,17.3,136,191,0.7120000000000001,203,366,0.555,0,1,0.0,8.4,1.6,52.0,4,81,4.47547,123.294,3.9,2015,23200,0.60255952,36.0,91.8354,86.8013,4.79817,226.74900000000002,8.375580000000001,2.6106700000000003,5.7649099999999995,7.284,34.3226,4.071000000000001,3.213,0,542,17.48,0,0,0,0,0,0,0,1,0
310,Elfrid Payton,Louisiana Lafayette,32,90.2,107.4,29.5,51.6,54.07,7.2,12.0,32.3,19.4,167,283,0.59,205,384,0.534,14,54,0.259,1.5,3.6,64.6,3,75,4.04504,120.01,2.6,2014,23685,1.52064105,10.0,102.995,102.617,3.38689,234.903,6.706739999999999,4.59278,2.11396,6.235,36.9063,4.922,1.3130000000000002,0,619,19.34,0,0,0,1,0,0,0,0,1
311,Branden Dawson,Michigan St.,35,65.7,104.3,23.4,53.5,53.29,11.9,23.5,12.2,17.1,51,104,0.49,182,340,0.535,0,0,0.0,6.3,2.5,30.6,4,78,3.12206,116.115,2.7,2015,23692,0.88058298,56.0,90.3602,84.0302,4.41165,242.321,8.78203,2.28966,6.492369999999999,7.949,30.1429,4.4030000000000005,3.5460000000000003,0,415,11.86,1,0,0,0,0,0,0,0,1
312,Jerian Grant,Notre Dame,38,91.1,122.2,25.6,53.6,59.18,1.3,8.3,33.5,14.2,170,218,0.78,154,269,0.5720000000000001,50,158,0.316,1.4,2.8,51.1,4,77,6.600810000000001,137.597,2.1,2015,23810,3.07317299,19.0,102.946,98.4301,3.6661599999999996,226.112,8.19846,7.79013,0.408322,8.896,37.0526,7.332000000000001,1.564,0,628,16.53,0,0,0,0,0,0,0,0,1
313,Jarnell Stokes,Tennessee,36,81.2,117.2,25.7,53.7,58.01,15.1,23.2,13.4,16.1,156,226,0.6900000000000001,196,365,0.537,0,0,0.0,2.8,1.4,61.9,3,80,4.95666,131.64,2.5,2014,23999,0.92206274,35.0,95.0776,90.9367,4.3692,227.96900000000002,9.40344,5.47469,3.92875,8.777999999999999,32.7222,6.95,1.828,0,548,15.22,0,0,0,0,0,0,1,1,0
314,Cody Zeller,Indiana,36,73.3,119.4,26.5,56.2,62.26,12.4,18.7,9.4,17.1,196,259,0.757,199,352,0.5650000000000001,0,2,0.0,4.4,2.1,73.2,2,84,5.4152000000000005,137.122,3.0,2013,24010,0.58026667,4.0,88.1328,83.5675,4.307919999999999,237.61599999999999,9.79242,5.5858099999999995,4.2066099999999995,10.822000000000001,29.5278,7.646,3.176,0,594,16.5,1,0,0,0,0,0,0,1,0
315,Taurean Prince,Baylor,33,76.2,107.2,27.2,49.3,53.66,8.9,14.7,15.4,18.9,110,143,0.769,130,278,0.46799999999999997,53,147,0.361,2.7,2.3,33.6,4,80,3.9725300000000003,124.537,3.3,2016,24114,0.8636142,12.0,102.839,97.5887,3.31788,182.37,6.17595,4.38455,1.7914,5.351,30.8182,4.925,0.426,0,529,16.03,0,1,0,0,0,0,0,1,0
316,Willie Cauley-Stein,Kentucky,39,64.3,115.8,18.3,57.2,58.79,11.1,17.3,7.4,16.2,79,128,0.617,135,236,0.5720000000000001,0,0,0.0,7.1,2.9,54.2,3,84,2.99258,118.96799999999999,3.1,2015,24136,0.79168021,6.0,79.0904,74.9404,4.67978,235.41099999999997,12.8205,4.49723,8.32324,10.927999999999999,25.9487,4.655,6.273,0,349,8.95,0,0,0,0,0,0,1,1,0
317,A.J. Hammons,Purdue,33,57.5,114.7,27.2,60.1,62.32,11.5,24.8,10.5,17.3,90,127,0.7090000000000001,193,325,0.594,6,11,0.545,10.4,0.7000000000000001,37.8,4,84,3.65626,130.222,3.8,2016,24381,0.56922374,46.0,87.656,83.4825,3.84471,202.705,10.0567,3.2019900000000003,6.854710000000001,10.745,24.6364,6.88,3.865,0,494,14.97,1,0,0,0,0,0,0,0,0
318,Marcus Paige,North Carolina,34,67.2,120.3,18.4,50.3,53.75,1.6,7.0,18.6,12.1,72,93,0.774,67,146,0.45899999999999996,74,208,0.35600000000000004,1.5,2.1,26.3,4,74,4.05863,123.96,1.9,2016,24416,3.04759977,55.0,103.744,96.1578,3.59962,175.72299999999998,7.2647699999999995,5.88352,1.38124,6.894,31.6176,4.958,1.936,0,428,12.59,0,0,0,0,0,0,0,0,1
319,Brice Johnson,North Carolina,40,70.1,126.8,24.5,61.4,64.89,11.7,28.5,9.7,14.5,144,184,0.7829999999999999,267,435,0.614,0,0,0.0,5.5,2.2,42.3,4,82,5.25063,140.96,3.8,2016,24417,0.82857143,25.0,91.501,85.3883,4.2379,291.058,11.8113,6.551740000000001,5.25954,12.159,28.025,8.461,3.698,0,678,16.95,0,0,0,0,0,0,0,1,0
320,J.P. Tokoto,North Carolina,38,71.6,101.4,19.6,45.0,48.38,6.5,14.4,24.3,22.8,72,117,0.615,104,239,0.435,12,32,0.375,1.3,3.0,43.2,3,77,2.27648,108.309,3.3,2015,24418,1.91769492,58.0,96.9102,89.5522,3.7644599999999997,224.697,7.738230000000001,3.43477,4.30346,6.797999999999999,28.8421,3.0860000000000003,3.712,0,316,8.32,0,0,0,0,0,0,0,1,0
321,Ben McLemore,Kansas,37,79.1,118.7,22.0,58.6,63.26,5.0,12.3,12.6,17.2,120,138,0.87,125,226,0.5529999999999999,73,174,0.42,2.2,1.8,34.5,1,77,4.65665,126.29799999999999,2.3,2013,24760,0.94805632,7.0,92.3885,87.3941,4.22994,216.16299999999998,8.776869999999999,5.9647,2.81217,9.169,32.1892,6.207000000000001,2.962,0,589,15.92,0,1,0,0,0,0,0,0,1
322,Joel Bolomboy,Weber St.,30,75.6,113.1,26.2,58.3,61.82,12.5,30.6,7.9,17.1,148,215,0.6880000000000001,155,259,0.598,18,53,0.34,3.2,1.1,68.9,4,81,3.41336,117.488,2.9,2016,24934,0.44736115,52.0,92.2619,93.2951,3.98944,232.138,3.03073,0.8821859999999999,2.14855,4.852,32.7667,3.614,1.238,0,512,17.07,0,0,0,1,0,0,0,1,0
323,Marcus Smart,Oklahoma St.,31,72.9,110.4,29.9,48.6,55.18,5.1,14.9,30.1,15.4,182,250,0.728,114,222,0.514,49,164,0.299,1.9,5.0,64.8,2,76,4.5993900000000005,129.023,3.6,2014,24959,1.80485408,6.0,91.3572,87.4668,4.69701,246.092,11.7426,6.867560000000001,4.87502,11.32,32.7097,6.449,4.871,0,557,17.97,0,1,0,0,0,0,0,0,1
324,Arsalan Kazemi,Oregon,35,67.5,118.3,16.4,59.5,62.66,11.5,29.0,9.2,18.1,102,151,0.675,113,189,0.598,0,1,0.0,2.4,4.1,79.5,4,79,3.36398,117.896,2.6,2013,25005,0.92306657,54.0,82.3058,79.3636,4.60571,271.71299999999997,10.6114,3.8486800000000003,6.7626800000000005,10.299000000000001,29.0286,4.486000000000001,5.813,0,328,9.37,0,0,0,0,0,1,0,1,0
325,Anthony Bennett,UNLV,34,67.8,112.8,25.7,57.5,60.36,9.9,21.3,8.2,15.3,117,168,0.6960000000000001,156,271,0.5760000000000001,36,94,0.38299999999999995,4.3,1.5,46.0,1,80,3.86174,124.916,3.4,2013,25132,0.49209348,1.0,89.4038,85.8106,3.77519,202.924,7.12213,4.083019999999999,3.03911,7.943,27.2353,5.513999999999999,2.4290000000000003,0,537,15.79,0,0,0,1,0,0,0,1,0
326,DeAndre Daniels,Connecticut,31,27.3,93.0,16.9,40.7,45.69,6.4,12.5,7.4,21.4,20,25,0.8,19,41,0.46299999999999997,12,50,0.24,5.0,1.8,27.5,1,80,0.35506000000000004,92.8529,3.3,2012,25301,0.6818373999999999,37.0,99.5429,94.8852,1.3136299999999999,67.029,2.08023,-0.407413,2.4876400000000003,0.58,12.129000000000001,-1.281,1.861,0,94,3.03,0,0,1,0,0,0,0,1,0
327,Kris Dunn,Providence,33,76.9,103.6,29.3,49.9,54.06,3.5,14.8,41.8,20.9,132,190,0.6950000000000001,142,298,0.477,42,113,0.37200000000000005,1.9,4.3,46.2,3,76,3.91943,121.616,3.4,2016,25358,1.77583068,5.0,93.8582,88.4328,4.58522,255.725,9.78351,4.75718,5.026330000000001,8.443,32.9697,4.123,4.32,0,542,16.42,0,0,1,0,0,0,0,0,1
328,Sam Dekker,Wisconsin,40,77.0,125.8,22.4,58.6,60.48,8.4,14.8,8.6,8.7,80,113,0.708,163,255,0.639,50,151,0.331,1.5,1.1,27.8,3,81,5.65377,138.344,1.4,2015,25362,1.36111111,18.0,98.6443,92.4706,3.73244,191.916,9.23702,8.13245,1.10457,9.467,30.975,8.379,1.088,0,556,13.9,1,0,0,0,0,0,0,1,0
329,Tyler Harvey,Eastern Washington,29,84.1,122.6,26.2,57.6,62.46,2.1,9.2,13.2,12.2,143,167,0.856,90,174,0.517,114,279,0.409,0.30000000000000004,1.7000000000000002,36.9,3,76,5.50979,128.219,2.1,2015,25418,1.28125,51.0,111.75,111.59200000000001,2.03653,160.19799999999998,2.3481799999999997,6.3382,-3.99001,4.717,36.9375,7.105,-2.388,0,665,22.93,0,0,0,1,0,0,0,0,1
330,Jordan Adams,UCLA,36,72.6,121.5,25.7,54.5,60.33,7.5,13.1,14.7,11.0,158,189,0.836,156,283,0.551,52,146,0.35600000000000004,0.6000000000000001,5.0,44.1,2,77,4.99943,135.62,2.9,2014,25494,1.55553333,22.0,95.7886,91.6561,3.9659800000000005,243.718,10.7682,7.907039999999999,2.86116,10.913,30.0556,7.545,3.3680000000000003,0,626,17.39,0,0,0,0,0,1,0,0,1
331,Olivier Hanlan,Boston College,32,92.6,107.3,29.5,51.9,55.32,2.6,11.5,29.1,15.0,110,145,0.759,160,312,0.513,65,184,0.353,0.1,2.1,29.2,3,76,5.29384,126.594,2.3,2015,25499,1.58822422,42.0,105.07700000000001,100.19,3.4996199999999997,190.06799999999998,5.64264,5.91905,-0.276407,5.627999999999999,37.625,5.702999999999999,-0.075,0,625,19.53,0,0,0,0,0,0,0,0,1
332,Georges Niang,Iowa St.,35,82.1,116.9,28.0,60.0,62.49,4.8,15.6,19.2,15.8,96,119,0.807,227,375,0.605,56,143,0.392,1.8,1.5,23.0,4,80,5.72466,137.191,3.8,2016,25519,1.27174161,50.0,103.73,98.3249,3.49269,220.90900000000002,7.8909199999999995,6.71013,1.18079,7.939,33.2,7.135,0.804,0,718,20.51,0,1,0,0,0,0,0,1,0
333,A.J. Price,Connecticut,34,73.0,108.5,24.4,50.7,53.92,2.1,9.2,28.5,20.2,88,122,0.721,87,206,0.42200000000000004,78,196,0.39799999999999996,0.0,1.2,30.3,4,74,3.8292800000000002,120.001,1.6,2009,25744,1.73912561,52.0,97.4776,91.2256,3.7550199999999996,164.989,5.40214,4.81265,0.589488,6.065,31.6765,4.6339999999999995,1.431,0,496,14.59,0,0,1,0,0,0,0,0,1
334,Jerami Grant,Syracuse,32,73.4,115.6,21.4,49.6,54.74,9.1,17.2,9.4,11.3,120,178,0.674,133,263,0.506,0,5,0.0,2.5,1.7000000000000002,66.4,2,80,3.8246599999999997,123.053,3.0,2014,25897,1.18913777,39.0,97.8648,92.42399999999999,4.02905,166.665,4.78894,2.72376,2.06518,5.899,31.4063,3.545,2.354,0,386,12.06,0,0,0,0,0,0,0,1,0
335,Shabazz Muhammad,UCLA,32,69.5,107.1,28.2,48.7,52.82,9.9,8.5,5.8,10.5,128,180,0.711,162,350,0.46299999999999997,40,106,0.377,0.4,1.3,39.5,1,78,4.372669999999999,125.238,2.1,2013,26310,0.5294265300000001,14.0,103.412,98.5396,2.8948,147.485,1.8500400000000001,3.94043,-2.09039,3.45,30.8438,4.967,-1.517,0,572,17.88,0,0,0,0,0,1,0,0,1
336,Kyle Anderson,UCLA,36,80.3,110.6,26.0,51.7,56.62,4.5,25.5,34.3,20.2,137,186,0.737,153,319,0.48,28,58,0.483,2.7,3.1,49.3,2,81,4.14984,123.681,2.0,2014,26311,2.11814374,30.0,94.3457,90.2755,4.543,282.93,9.69246,4.204269999999999,5.48819,10.113999999999999,33.2222,6.376,3.738,0,527,14.64,0,0,0,0,0,1,0,0,1
337,Grant Jerrett,Arizona,34,43.1,114.3,14.7,51.3,53.51,7.6,16.4,5.7,12.8,18,22,0.8180000000000001,31,75,0.413,32,79,0.405,5.8,1.6,14.3,1,82,1.6443599999999998,110.589,2.9,2013,26323,0.94738726,40.0,93.2731,89.2341,2.25962,122.255,6.9850200000000005,2.9021,4.08292,5.58,17.8235,2.966,2.614,0,176,5.18,0,0,0,0,0,1,0,1,0
338,Montrezl Harrell,Louisville,35,84.8,113.7,22.6,57.8,58.81,10.0,19.1,9.2,15.1,114,191,0.597,204,339,0.602,9,37,0.243,3.7,1.6,50.8,3,80,4.73804,124.57600000000001,2.4,2015,26468,0.71015522,32.0,89.4932,83.8088,5.27539,244.458,7.884689999999999,3.9157699999999998,3.9689099999999997,8.199,35.1143,5.058,3.141,0,549,15.69,0,0,0,0,0,0,0,1,0
339,Caris LeVert,Michigan,14,31.0,126.8,26.0,59.0,63.14,2.5,19.0,32.9,11.9,52,66,0.7879999999999999,48,90,0.5329999999999999,27,60,0.45,0.8,1.8,44.0,4,79,5.35271,136.613,1.7000000000000002,2016,26551,3.13643884,20.0,102.205,100.103,3.11207,79.6485,9.7595,7.92785,1.83165,10.822000000000001,31.0714,8.297,2.525,0,229,16.36,1,0,0,0,0,0,0,0,1
340,Jake Layman,Maryland,35,79.1,116.5,17.2,60.1,64.02,4.3,14.4,6.8,18.1,77,91,0.846,81,134,0.604,57,143,0.39899999999999997,3.4,2.1,32.9,4,81,3.30646,117.09299999999999,2.5,2016,26773,0.68969887,47.0,98.339,93.9241,3.8461800000000004,213.062,7.11856,3.86473,3.25382,6.327000000000001,31.7429,3.7239999999999998,2.603,0,410,11.71,1,0,0,0,0,0,0,1,0
341,T.J. Warren,North Carolina St.,35,84.8,113.7,33.6,54.8,57.35,10.8,12.8,8.6,12.2,156,226,0.6900000000000001,311,536,0.58,31,116,0.267,1.8,3.1,34.7,2,80,6.29422,139.697,3.1,2014,26777,0.48195159,14.0,102.54,98.2359,3.8054699999999997,233.71200000000002,8.40572,7.75522,0.650507,9.136000000000001,35.3714,8.449,0.687,0,871,24.89,0,0,0,0,0,0,0,1,0
342,Cleanthony Early,Wichita St.,35,68.5,117.7,26.4,57.3,62.88,5.6,19.0,6.1,16.2,144,171,0.8420000000000001,117,202,0.579,64,170,0.376,3.4,1.7000000000000002,46.0,4,80,3.9010199999999995,128.731,3.5,2014,26859,0.37313901,34.0,91.1751,89.8207,3.7884,187.93400000000003,6.079219999999999,4.19172,1.8875,8.691,27.4857,6.434,2.2569999999999997,0,570,16.29,0,0,0,1,0,0,0,1,0
343,Steven Adams,Pittsburgh,32,56.1,109.7,18.0,57.1,55.46,15.3,19.1,5.4,16.9,31,70,0.44299999999999995,100,175,0.5710000000000001,0,0,0.0,11.2,1.9,40.0,1,84,2.1147400000000003,110.145,2.8,2013,26892,0.57140245,12.0,86.5013,83.1502,3.44551,158.07,9.77063,2.06515,7.7054800000000006,7.539,23.4063,3.935,3.6039999999999996,0,231,7.22,0,0,1,0,0,0,0,0,0
344,Nerlens Noel,Kentucky,24,57.5,109.0,18.2,59.0,58.26,10.4,22.3,9.5,19.1,55,104,0.529,98,166,0.59,0,0,0.0,13.2,3.9,62.7,1,82,2.7763400000000003,109.13600000000001,3.2,2013,26923,0.84442667,6.0,81.3956,78.8597,5.17641,227.30700000000002,12.9577,2.5678400000000003,10.3899,10.812000000000001,31.875,3.766,7.046,0,251,10.46,0,0,0,0,0,0,1,1,0
345,Denzel Valentine,Michigan St.,31,72.5,125.5,28.9,57.9,60.82,3.0,21.1,45.8,17.1,81,95,0.853,101,210,0.48100000000000004,104,234,0.444,0.7000000000000001,1.9,21.4,4,77,6.798989999999999,146.64,2.0,2016,26984,2.83533316,14.0,92.9687,90.6,4.37151,210.00900000000001,14.5109,11.3329,3.17804,15.129000000000001,32.9677,12.026,3.103,0,595,19.19,1,0,0,0,0,0,0,0,1
346,Richaun Holmes,Bowling Green,30,67.1,115.8,25.1,59.3,62.31,11.5,21.0,7.2,16.5,101,142,0.711,139,237,0.586,18,43,0.419,11.3,1.5,50.7,4,80,3.6675699999999996,122.351,3.4,2015,26987,0.43332472,37.0,91.2274,91.5353,3.56236,192.80200000000002,8.505239999999999,3.12513,5.38011,8.269,28.7742,5.747999999999999,2.521,0,433,14.43,0,0,0,1,0,0,0,1,0
347,Gary Harris,Michigan St.,35,73.7,114.4,25.3,51.8,56.08,4.0,10.2,16.8,12.7,115,142,0.81,114,225,0.507,81,230,0.35200000000000004,1.6,3.4,31.2,2,76,4.73592,130.372,2.6,2014,26989,1.56664528,19.0,98.3044,92.57700000000001,4.11667,208.28799999999998,8.340639999999999,6.33171,2.00894,9.673,32.3143,6.702000000000001,2.971,0,586,16.74,1,0,0,0,0,0,0,0,1
348,Isaiah Cousins,Oklahoma,37,82.4,104.9,22.1,48.4,50.64,2.1,11.9,25.1,18.2,65,97,0.67,104,258,0.40299999999999997,65,158,0.411,0.8,2.3,23.3,4,76,3.1645,114.633,2.0,2016,27124,1.90905651,59.0,100.385,93.8499,4.0168,229.167,4.58828,2.65823,1.93005,5.28,33.2973,3.025,2.255,0,468,12.65,0,1,0,0,0,0,0,0,1
349,Buddy Hield,Oklahoma,37,87.6,121.5,28.4,62.3,66.45,4.0,13.0,12.7,17.1,176,200,0.88,154,279,0.552,147,322,0.457,1.4,1.8,33.3,4,76,6.8376,143.22899999999998,2.3,2016,27126,0.66369798,6.0,100.663,94.1095,4.23629,240.576,9.85717,8.792019999999999,1.06515,11.222000000000001,35.3784,9.709,1.5130000000000001,0,925,25.0,0,1,0,0,0,0,0,0,1
350,Semaj Christon,Xavier,34,87.6,106.5,26.6,50.1,54.36,1.5,7.4,25.3,16.8,157,235,0.6679999999999999,182,371,0.491,19,49,0.38799999999999996,0.8,2.3,56.0,2,75,3.97778,120.402,2.4,2014,27129,1.59554554,55.0,105.36,100.204,3.58397,186.76,3.2957,2.61426,0.681434,4.1339999999999995,35.2941,2.9810000000000003,1.153,0,578,17.0,0,0,1,0,0,0,0,0,1
351,Archie Goodwin,Kentucky,33,78.8,96.9,27.2,46.4,50.91,5.6,10.4,16.8,21.0,135,212,0.637,140,293,0.478,17,64,0.266,1.4,2.1,59.4,1,76,2.7957099999999997,109.46600000000001,3.7,2013,27246,0.87129975,29.0,97.7351,94.5801,3.4258699999999997,179.703,0.472962,0.48580500000000004,-0.0128427,1.769,31.7576,1.055,0.7140000000000001,0,466,14.12,0,0,0,0,0,0,1,0,1
352,Tyrone Wallace,California,28,65.5,104.0,27.6,47.8,51.43,3.5,14.3,28.5,17.3,100,154,0.649,126,258,0.488,25,84,0.298,1.3,1.8,45.0,4,77,3.3032800000000004,116.947,2.8,2016,27397,1.66215142,60.0,97.7535,93.1495,3.94653,166.945,6.120369999999999,3.12902,2.99134,6.981,32.1786,3.903,3.0780000000000003,0,427,15.25,0,0,0,0,0,1,0,0,1
353,R.J. Hunter,Georgia St.,34,92.1,111.9,28.5,46.8,54.93,2.8,12.4,19.7,12.9,197,222,0.887,121,247,0.49,75,252,0.298,3.6,3.6,44.5,3,78,4.99836,124.525,2.6,2015,27935,1.63636364,28.0,95.2301,96.8602,3.90461,245.50599999999997,7.01248,5.2066300000000005,1.80585,8.283999999999999,36.9714,6.151,2.133,0,664,19.53,0,0,0,1,0,0,0,0,1
354,Nik Stauskas,Michigan,36,86.0,124.1,23.9,58.6,64.17,1.6,8.8,18.8,14.0,168,204,0.8240000000000001,93,186,0.5,92,208,0.442,0.9,1.0,51.8,2,78,6.30439,139.096,1.5,2014,28098,1.76121648,8.0,107.646,101.814,3.41738,171.68200000000002,7.95903,8.13218,-0.17315000000000005,8.387,35.5833,7.96,0.42700000000000005,0,630,17.5,1,0,0,0,0,0,0,0,1
355,Mitch McGary,Michigan,8,13.2,113.2,24.1,54.5,57.23,15.5,27.2,12.6,17.5,16,24,0.667,30,53,0.5660000000000001,0,2,0.0,3.2,4.9,43.6,2,82,2.93483,122.566,5.1,2014,28103,0.92307692,21.0,90.2124,86.8159,3.6066300000000004,51.044,10.8049,4.60939,6.1955,8.654,24.625,3.971,4.683,0,76,9.5,1,0,0,0,0,0,0,1,0
356,Glenn Robinson III,Michigan,37,80.1,113.7,21.2,53.2,56.59,6.0,11.5,7.6,11.6,87,115,0.757,149,265,0.562,33,108,0.306,1.0,1.9,30.8,2,78,3.90743,122.814,1.8,2014,28109,0.95656371,40.0,104.58200000000001,99.1859,3.39214,186.27200000000002,5.46662,4.35168,1.11494,4.901,32.2703,4.228,0.6729999999999999,0,484,13.08,1,0,0,0,0,0,0,1,0
357,Colton Iverson,Colorado St.,33,74.7,114.1,24.5,58.9,59.58,13.2,26.4,10.0,17.2,124,212,0.585,169,287,0.589,0,0,0.0,2.8,0.9,73.9,4,82,4.36151,125.96,3.6,2013,28225,0.65670098,53.0,96.4785,93.3232,3.3788400000000003,198.862,6.61947,4.7926400000000005,1.82683,7.082999999999999,30.0,6.207999999999999,0.875,0,462,14.0,0,0,0,1,0,0,0,1,0
358,Justin Anderson,Virginia,26,52.8,120.5,22.0,57.2,60.97,3.1,14.5,14.0,13.2,64,82,0.78,56,117,0.479,47,104,0.452,2.5,1.6,37.1,3,78,4.202030000000001,129.319,1.7000000000000002,2015,28488,1.45164808,21.0,88.5752,84.0442,4.15068,121.79799999999999,9.98511,5.66289,4.32221,11.067,27.8462,6.643,4.4239999999999995,0,317,12.19,0,0,0,0,0,0,0,0,1
